trial,gradient,data_id,words
2,Finite,8442,CLIMBING TO THREE T W A THREE NINETY FIVE
2,Finite,27168,THREE TWENTY EIGHT'S GATE IS OPEN
2,Finite,11485,ONE THREE ZERO AND WE'LL COME ON DOWN THEN
2,Finite,7209,DOWN TO SIX TRUMP ELEVEN SIXTY
2,Finite,16465,FIVE DELTA WHISKEY
2,Finite,14094,ON TO HOLD U S AIR SIXTEEN TWENTY NINE
2,Finite,17439,NINE KILO (UNINTELLIGIBLE)
2,Finite,25747,SIX SEVENTY-TWO HEAVY DOWN TO SIX
2,Finite,375,CACTUS EIGHT TWENTY SIX BOSTON
2,Finite,11466,FIVE THOUSAND DELTA SIX FIFTY SIX
2,Finite,21537,DELTA SEVEN FIFTY-EIGHT THIRTY-THREE THREE GOOD DAY
2,Finite,20236,ZERO (UNINTELLIGIBLE) FOUR
2,Finite,19013,MIDWAY THREE SEVENTEEN REGIONAL APPROACH ROGER
2,Finite,16145,NORTHWEST TWO THIRTY THREE CONTACT DEPARTURE
2,Finite,834,CONTINENTAL TWELVE THIRTY FOUR
2,Finite,12914,CLEARED VISUAL TWO ONE FORTY FIVE EIGHTY ONE
2,Finite,1597,FIVE OH FOUR HAS GOT THE TRAFFIC
2,Finite,12790,THREE ZERO ONE SIX NINE ZERO DELTA
2,Finite,20877,HURRY TO THREE DELTA THREE FIVE EIGHT
2,Finite,12628,TWO THREE ZERO WE SEE THE TRAFFIC
2,Finite,20630,THIRTEEN THIRTY TWO FIVE THOUSAND
2,Finite,22058,ECHO CHARLIE IS LOOKING
2,Finite,6528,OKAY WE'LL SEE YOU
2,Finite,6552,THIRTY SEVEN SIXTY ONE (UNINTELLIGIBLE)
2,Finite,22435,ONE SEVEN THOUSAND AMERICAN ELEVEN NINETEEN
2,Finite,9601,THIRTY FOUR TWO SIERRA KILO GOOD DAY
2,Finite,3076,CONTINENTAL THREE TEN ONE SEVEN ZERO
2,Finite,10701,DEPART ARMEL DIRECT TO ANDREWS SWIFT NINETY ONE
2,Finite,6543,CLEARED TO GO TANGO JULIET
2,Finite,11783,SLOW ONE SEVENTY T W A THREE SEVENTEEN
2,Finite,9047,FOUR THOUSAND PAPA FOX
2,Finite,24397,NINETEEN FOUR DELTA SEVEN FIFTY EIGHT
2,Finite,14260,SEVEN ONE MIKE READY TO GO ON THREE
2,Finite,19791,ALPHA CHARLIE THREE SIX LEFT
2,Finite,2176,U S AIR SIX FIFTEEN BOSTON
2,Finite,20587,METRO FIVE ELEVEN APPROACH ROGER
2,Finite,21683,DELTA TWENTY-SIX HEAVY LEVEL TEN
2,Finite,20034,AMERICAN FOUR FOURTY IS DOING TWO TEN
2,Finite,6731,U S AIR'S ONE NINETY FIVE HAVE A GOOD DAY
2,Finite,9397,ONE SEVEN THOUSAND NORTHWEST TWO THIRTY NINE
2,Finite,9974,ONE THIRTY FOUR TWO BOXER TWO TWO GOOD DAY
2,Finite,3004,DOWN TO THREE SIX SIX FOUR
2,Finite,9263,OUT OF THREE FOR NINER TWO THREE GOLF
2,Finite,20768,GOOD DAY FOURTEEN NINETY EIGHT
2,Finite,21077,REDUCING DELTA THREE OH SIX
2,Finite,11124,ZERO NINE ZERO FOR THREE K
2,Finite,12807,THREE ZERO ONE SIX
2,Finite,23884,AMERICAN AH NINETY FIVE ROGER
2,Finite,20301,ALL RIGHT WHO WAS IT JUST CALLED NOW
2,Finite,9160,NINER SEVEN SIERRA
2,Finite,4836,ROGER IT EIGHTEEN TWENTY FIVE
2,Finite,4273,FOUR THOUSAND EIGHT NINETY SIX
2,Finite,25768,ONE NINETEEN ZERO FIVE ROGER
2,Finite,2196,FIVE FOR THREE TANGO JULIET
2,Finite,25763,AMERICAN THIRTEEN SEVENTY-NINE APPROACH
2,Finite,1132,TWO THREE ZERO MIDWAY SIX SIXTEEN
2,Finite,6745,PRECISION THIRTY FIVE EIGHTEEN ARE YOU READY
2,Finite,3433,ONE TWO ZERO THIRTY SEVEN EIGHTY EIGHT
2,Finite,12535,VENUS ONE TWO WASHINGTON APPROACH ROGER
2,Finite,15751,HENSON FORTY FOUR FORTY FOUR
2,Finite,20420,ONE EIGHTY AMERICAN SEVEN FORTY TWO
2,Finite,4742,TWENTY SEVEN TWO FIVE TWO ONE
2,Finite,17171,SO LONG DELTA FIVE TWENTY SEVEN
2,Finite,2165,BIZEX THREE HUNDRED TOWER ONE NINETEEN ONE
2,Finite,29243,POSITION AND HOLD AMERICAN SEVEN NINETY
2,Finite,18758,ONE EIGHTY AMERICAN FIVE EIGHTY SIX
2,Finite,19200,AMERICAN TWELVE SEVENTY FOUR SAY AGAIN THE HEADING
2,Finite,13227,POSITION AND HOLD T W A'S FIVE THIRTY SEVEN
2,Finite,12472,DELTA FIVE ZERO ONE TO THREE THOUSAND
2,Finite,25322,THREE FORTY HEADING AMERICAN FOUR NINETY THREE
2,Finite,5737,ON THE OUTER FIVE NINETY NINE HEAVY
2,Finite,5745,GO TO DEPARTURE THIRTY SEVEN THIRTY SEVEN
2,Finite,29316,DELTA FOUR FORTY ONE CROSSING ONE EIGHT LEFT
2,Finite,6488,CLEARED TO GO BIZEX THREE SEVENTY EIGHT
2,Finite,14859,ONE EIGHT HOTEL OVER THE TOP APPROVED
2,Finite,2060,AH ZERO NINE ZERO OFF OF REVER FINE
2,Finite,17047,CLEARED FOR TAKEOFF TRUMP SIXTY FOUR SEVENTY
2,Finite,6848,AH FIVE THIRTY FIVE ROGER
2,Finite,5006,UP TO FOUR THOUSAND FOUR NINETY ONE
2,Finite,16893,CLEARED TO LAND THREE SIX DELTA FOUR HUNDRED
2,Finite,27988,POSITION AND HOLD AMERICAN SIX NINETY FOUR
2,Finite,17537,ONE EIGHT SEVEN JULIET
2,Finite,11474,NINETEEN POINT ONE NORTHWEST TWELVE TEN GOOD NIGHT
2,Finite,22751,GO TO TWO THOUSAND AMERICAN ONE TWENTY NINE
2,Finite,28596,DELTA ONE THIRTY NINE ROGER
2,Finite,15212,IS AH TWO T CLEARED TO LAND
2,Finite,22911,(UNINTELLIGIBLE)
2,Finite,919,TWO TEN U S NINETEEN TEN
2,Finite,8133,I GOT THE LAST AH COUPLE
2,Finite,11980,CONTINENTAL THREE TWENTY FIVE IT'S IN SIGHT
2,Finite,18996,TWO THREE ZERO EIGHT THIRTY THREE
2,Finite,6299,U S FOURTEEN SEVENTY THREE IS ROLLING
2,Finite,4596,UP TO FOUR THIRTY FIVE EIGHTY ONE
2,Finite,1901,NINETEEN ONE THIRTY FOUR NINETY EIGHT GOOD DAY
2,Finite,8907,TRAFFIC'S NO FACTOR HE'S BEHIND YOU NOW
2,Finite,20304,AMERICAN SIX EIGHTY TWO REGIONAL
2,Finite,16572,HENSON FORTY FIVE THIRTY FIVE ROGER
2,Finite,12175,LEFT ONE NINETY FIVE GOLF ALPHA
2,Finite,12442,ONE ONE NINE POINT ONE THANK YOU SIR
2,Finite,13910,YEAH WE'RE POSITION AND HOLD AMERICAN EIGHT NINETY SEVEN
2,Finite,16285,U S AIR EIGHT HUNDRED CONTACT DEPARTURE
2,Finite,18872,TWO NINETY AMERICAN ELEVEN NINETEEN
2,Finite,7101,U S AIR NINETY TWO GOOD DAY NOW
2,Finite,30107,AMERICAN SIX TWENTY NINE IS CLEARED TO LAND
2,Finite,22483,SEVENTEEN THOUSAND TEN NINETY SIX
2,Finite,4294,ONE ZERO ZERO SEVEN FIFTEEN
2,Finite,16010,MIKE SIERRA THREE THREE WE'LL FOLLOW THE SAAB
2,Finite,16373,ROLLING U S AIR NINETY THREE
2,Finite,28954,ALL RIGHT THANKS CONTACT DEPARTURE
2,Finite,18273,TWENTY SIX FIFTY FIVE ELEVEN FIFTEEN SO LONG
2,Finite,2532,CLEARED THE APPROACH U S AIR EIGHTY FOUR
2,Finite,23994,LEFT ONE SEVEN ZERO HOTEL CHARLIE
2,Finite,30322,(UNINTELLIGIBLE)
2,Finite,7064,NINE FIVE FOX LOOKING
2,Finite,22613,AMERICAN FOURTEEN ELEVEN ROGER
2,Finite,349,CARE TWENTY ONE TWELVE HAS THAT TRAFFIC SIR
2,Finite,28281,POSITION AND HOLD EASTERN FIVE NINETY EIGHT
2,Finite,21609,NINE THOUSAND DELTA THREE EIGHTY-SIX
2,Finite,4853,ONE ONE EIGHT TWENTY FIVE
2,Finite,28463,WE'LL CROSS AMERICAN ONE TWENTY ONE HEAVY
2,Finite,19258,ONE AH SEVEN NINETY FOUR ROGER
2,Finite,28446,SEVEN TWENTY FIVE WE'LL BE READY
2,Finite,6678,POSITION AND HOLD CONTINENTAL THREE NINETEEN
2,Finite,28329,SEVEN TWENTY FOUR WE'LL DO IT
2,Finite,16131,CONDOR ROGER TROOPER FREQUENCY CHANGE APPROVED
2,Finite,23266,LEFT TURN TWO SIX ZERO AMERICAN FIVE THIRTY THREE
2,Finite,26621,WILCO ON NINETEEN AMERICAN ELEVEN NINETY NINE
2,Finite,12469,DELTA FIVE OH ONE LEFT TWO FIVE ZERO
2,Finite,10120,TWENTY EIGHT SEVEN GOOD MORNING
2,Finite,6513,DIGITAL FOUR RADAR CONTACT SAY ALTITUDE
2,Finite,5743,CROSS TWO TWO RIGHT EIGHT SIXTY SEVEN
2,Finite,2201,THREE SIXTY FIVE FORTY TWO
2,Finite,22421,AH THREE HUNDRED AT LEAST
2,Finite,28712,AMERICAN THREE FORTY FOUR CONTACT DEPARTURE
2,Finite,6630,FIVE TWENTY THREE ROGER RIGHT TURN
2,Finite,26080,DELTA NINE FORTY SIX GROUND TAXI TO THE RAMP
2,Finite,14208,AMERICAN THREE NINETY THREE IS READY IN SEQUENCE
2,Finite,5462,FOUR THOUSAND FOUR NINETY SEVEN
2,Finite,15405,EAGLE ONE ROUTE APPROVED
2,Finite,30018,CLEARED TO LAND AMERICAN FOURTEEN TWENTY THREE
2,Finite,20274,WE GOT HIM IN SIGHT SEVEN SEVENTY FOUR
2,Finite,7474,YES MA ZERO TWO ZERO
2,Finite,6169,U S AIR TWO ELEVEN BEHIND UNITED
2,Finite,21739,EIGHT THOUSAND CHECKMATE FIVE EIGHTY-FIVE
2,Finite,7987,TWENTY SIX FIVE FOUR FIFTY FIVE
2,Finite,30363,SIX FIVE THREE IS READY ANYTIME
2,Finite,6074,THIRTY FIVE THIRTY NINE WE READY NOW
2,Finite,2778,THREE THREE ZERO THIRTY SEVEN EIGHTY FOUR
2,Finite,23168,ONE SEVEN THOUSAND SOUTHWEST EIGHT EIGHTY FOUR
2,Finite,13958,WILL DO GOOD DAY AMERICAN TEN SIXTY FIVE
2,Finite,25981,(NEW CONTROLLER) AMERICAN SIX EIGHTY-TWO APPROACH
2,Finite,19488,WHAT DO YOU NEED FIRST ALTITUDE OR SPEED
2,Finite,14707,NORTHWEST EIGHTEEN SIXTY NINE GOOD DAY
2,Finite,26489,AMERICAN AH THIRTEEN FORTY FOUR THANK YOU
2,Finite,13652,POSITION AND HOLD FORTY FOUR FIFTY
2,Finite,663,ZERO ONE ZERO FOUR SIXTY THREE
2,Finite,757,HUNDRED AND SEVENTY KNOTS DELTA FIVE NINETY
2,Finite,30047,CLEARED TO CROSS NORTHWEST FOUR OH ONE
2,Finite,13371,FORTY SEVEN (UNINTELLIGIBLE)
2,Finite,21959,TWO HUNDRED AND THIRTY KNOTS ONE FIFTY NINE
2,Finite,24913,AH IT'LL BE CLEAR NOW WITH THE WEATHER
2,Finite,26114,AMERICAN FORTY NINE HEAVY WILL
2,Finite,27633,ASEA NINE FIFTY TWO ROGER
2,Finite,23391,DELTA TEN NINETEEN DESCEND TO FIVE THOUSAND
2,Finite,6610,THIRTY THREE ZERO TWO ZERO SIERRA
2,Finite,12519,TWO SIXTY FOR THREE THOUSAND
2,Finite,18162,DELTA EIGHT NINETEEN SLOWING TO ONE NINETY
2,Finite,20528,YEAH WE GOT THE AIRPORT AH WHICH RUNWAY
2,Finite,17182,CLEARED FOR TAKEOFF TRUMP SIXTY FOUR TWENTY
2,Finite,4723,TWENTY SEVEN TWO GOOD MORNING
2,Finite,2116,FIVE NINE UNIFORM HAS GOT THE FIELD
2,Finite,19454,OKAY HE'S AND AGGIE HE'S TRYING
2,Finite,18353,ONE EIGHTY ON THE HEADING AMERICAN TEN THIRTY NINE
2,Finite,16126,WE'RE READY NORTHWEST TWO THIRTY THREE
2,Finite,16104,HENSON FORTY FIVE SIXTEEN WASHINGTON
2,Finite,23888,AMERICAN FIFTY ONE HEAVY DID YOU GET THE INSTRUCTIONS
2,Finite,9850,TRADOC FIVE CLEARED TO EIGHT THOUSAND
2,Finite,16011,U S AIR ONE EIGHTY SEVEN CONTACT DEPARTURE
2,Finite,22036,ALL RIGHT THE ZERO SIX SEVEN OFF OF DALLAS
2,Finite,8605,PACER EIGHT ONE RADAR CONTACT
2,Finite,3382,ONE TWENTY NOW MIDWAY TWO FORTY
2,Finite,22081,RIGHT ZERO FOUR ZERO SOUTHWEST SIXTEEN
2,Finite,20999,THAT'S AFFIRMATIVE WE HAVE THE TRAFFIC I'M SORRY
2,Finite,26334,AMERICAN THIRTEEN FIFTY TWO ROGER
2,Finite,29422,AMERICAN AH TEN SEVENTY FOUR
2,Finite,2606,THIRTY EIGHT OH TWO ROGER
2,Finite,6173,ON AND HOLD COMMUTER EIGHT FIFTY SIX
2,Finite,4674,ONE TWO ZERO POINT SIX BYE
2,Finite,7468,CONTINENTAL THREE FORTY TWO ROGER
2,Finite,12395,THREE THOUSAND FOR CONTINENTAL THREE OH NINE
2,Finite,9826,SEVENTEEN CONTINENTAL AH TEN SIXTY SEVEN
2,Finite,11099,ONE FOUR ZERO T W A TWO SIX TWO
2,Finite,24591,(UNINTELLIGIBLE)
2,Finite,14852,WE'RE TO HEAVY FOR THIRTY THREE
2,Finite,8055,JUST ABOUT ONE O'CLOCK THREE MILES
2,Finite,5808,POSITION AND HOLD THREE SIXTY SEVEN
2,Finite,9121,AMERICAN THREE NINETY THREE
2,Finite,818,THIRTY SEVEN SEVENTY SIX SEE YOU
2,Finite,6922,HURRYING ACROSS U S TWO THIRTY
2,Finite,20891,DELTA ONE OH SIX YOU GOT THE AIRPORT
2,Finite,14767,CLEARED TO LAND THREE SIX DELTA ELEVEN OH FOUR
2,Finite,3515,DOWN TO THREE SIXTEEN SIXTY TWO
2,Finite,17976,YEAH DELTA MIKE I'LL GO BACK
2,Finite,13800,WE'LL TAKE THREE THREE NORTHWEST EIGHTEEN OH NINE
2,Finite,13479,(UNINTELLIGIBLE) TWENTY FIVE
2,Finite,26261,CHAPARRAL SIX FIFTEEN GROUND
2,Finite,29004,CLEARED TO LAND T W A THREE NINETEEN
2,Finite,11403,FOUR THOUSAND U S AIR THIRTY FOUR
2,Finite,25481,FOUR FIFTY TWO'S ONE EIGHT ZERO
2,Finite,15287,OKAY WE'RE READY U S AIR ELEVEN THIRTY SIX
2,Finite,2073,THAT FOR U P S TWENTY EIGHTEEN HEAVY
2,Finite,6676,CLEARED FOR TAKEOFF CLIPPER FIVE THIRTY FIVE
2,Finite,8560,THIRTY FOUR TWO GOOD DAY UNITED SIX NINETEEN
2,Finite,1144,NINETEEN ONE GOOD NIGHT SIX SIXTEEN
2,Finite,8,THREE THOUSAND ZERO ONE CHARLIE
2,Finite,28170,AMERICAN FOUR
2,Finite,3226,WE'RE BACK TO ONE FIFTY
2,Finite,28776,TWELVE SEVENTY FOUR TEN MILES
2,Finite,19162,ONE EIGHTY AMERICAN SIX NINETY FOUR
2,Finite,25305,DOWN TO NINE EIGHT ZERO FOUR
2,Finite,25198,SIX THOUSAND DELTA NINE THIRTY
2,Finite,26052,INNER TO THE RAMP AMERICAN TWELVE SEVENTY FOUR
2,Finite,21526,DELTA SEVEN FIFTY-EIGHT SAY SPEED
2,Finite,15766,GOOD DAY NORTHWEST EIGHTEEN THIRTY TWO
2,Finite,10825,TWO TEN FOR DELTA JULIET
2,Finite,15755,TROOPER EIGHT MAINTAIN VISUAL WITH THAT TRAFFIC
2,Finite,17222,HOLD SHORT T W A TWO OH EIGHT
2,Finite,19882,(UNINTELLIGIBLE) FIVE THOUSAND
2,Finite,28733,CLEARED FOR TAKEOFF ASEA FOUR HUNDRED FORTY THREE
2,Finite,10282,TWENTY FOUR FIFTY FIVE GOOD DAY
2,Finite,12600,TWO FIFTY U S SIXTEEN TWENTY SEVEN
2,Finite,15454,AH SWITCH TO GROUND PLEASE GOOD NIGHT
2,Finite,28240,GO TO DEPARTURE DELTA THREE EIGHTY SIX
2,Finite,273,HUNDRED AND NINETY TO FIVE WE NUMBER ONE
2,Finite,15463,CLEARED TO LAND NORTHWEST TWELVE TEN
2,Finite,13550,NORTHWEST EIGHTEEN SEVENTY TWO GOOD DAY
2,Finite,7989,TWELVE THIRTY EIGHT WE'RE LOOKING
2,Finite,10553,DEPARTURE LEAR NINE
2,Finite,17967,SO LONG TEN SIXTY SEVEN
2,Finite,6365,GOOD NIGHT THANK YOU THREE FORTY FIVE
2,Finite,17778,CHARLIE SIERRA CLEARED TO LAND
2,Finite,12844,NO THEY DID NOT GIVE THAT TO US SIR
2,Finite,956,EIGHT ECHO LIMA A PLEASANT DAY SIR
2,Finite,8709,TRADOC THREE CONTINUING TO FOUR THOUSAND
2,Finite,8702,HEADING TWO FOUR ZERO SWIFT SEVEN ONE
2,Finite,24123,ZERO FOUR ZERO SOUTHWEST THREE THREE SEVEN
2,Finite,25713,ZERO SIX ZERO SEVEN FORTY-TWO
2,Finite,23612,SOUTHWEST THIRTY THREE SIX ZERO
2,Finite,26702,AND YOU GO AHEAD AND MONITOR THE TOWER NOW
2,Finite,3125,CONTINENTAL THREE TEN THREE THOUSAND
2,Finite,12513,THREE THREE ZERO NORTHWEST EIGHTEEN OH NINE
2,Finite,14269,POSITION AND HOLD FORTY THREE SEVENTY EIGHT
2,Finite,3184,A HUNDRED AND SIXTY KNOTS DELTA TWO OH EIGHT
2,Finite,19888,THREE FIFTY ON THE HEADING ROGER
2,Finite,17142,SIXTY FOUR ELEVEN (UNINTELLIGIBLE)
2,Finite,17148,THREE ZERO FIVE CLEARED CLEARED (UNINTELLIGIBLE)
2,Finite,9562,DIRECT LINDEN DELTA NINE FIFTY NINE
2,Finite,27198,GROUND METRO EIGHT FIFTY SIX
2,Finite,25094,THIRTY TWO ONE ASEA FOUR SIXTEEN SO LONG
2,Finite,26169,GROUND ASEA FOUR ZERO EIGHT AT NINETEEN
2,Finite,22173,THIRTY THREE THREE ONE EIGHTY FIVE SO LONG
2,Finite,30089,ONE EIGHT LEFT POSITION AND HOLD AMERICAN EIGHT OH ONE
2,Finite,16744,FORTY THREE SIXTEEN SO LONG
2,Finite,13639,CLEARED TO LAND JETEX TWENTY SEVEN FIFTEEN
2,Finite,19552,ONE THREE ZERO TWELVE THIRTY TWO
2,Finite,29591,(UNINTELLIGIBLE)
2,Finite,10043,ALL RIGHT THANK YOU I HAVE A PROBLEM WITH THIS ONE
2,Finite,5824,THREE SIXTY SEVEN CONTINENTAL GOOD NIGHT
2,Finite,20314,YES SIR JUST GOT HERE SIX THOUSAND
2,Finite,5367,YEAH WE GOT HIM THANK YOU
2,Finite,6469,TURN THE STROBES OFF PLEASE
2,Finite,23832,BELLANCA ZERO THREE SEVEN STANDBY JUST A MINUTE
2,Finite,3350,LEFT THREE TWO ZERO U S SEVEN SEVENTY
2,Finite,10421,NINETEEN SEVEN MIKE CHARLIE
2,Finite,19928,HEADING TWO NINETY SEVEN TWENTY FIVE
2,Finite,485,DELTA ONE TEN HEAVY DOWN TO FOUR
2,Finite,30119,AMERICAN NINETY THREE CLEARED TO LAND ONE EIGHT RIGHT
2,Finite,8116,TWO TEN KNOTS EIGHT ECHO LIMA
2,Finite,20726,ZERO FOUR ZERO DELTA FIVE EIGHTY FOUR
2,Finite,12347,ONE NINETY U S AIR FOUR SIXTY FIVE
2,Finite,16835,OKAY WE GOT A HELICOPTER
2,Finite,17961,AFFIRMATIVE SIR THIS TIME
2,Finite,14972,WIND TWO FIVE ZERO AT SEVEN
2,Finite,13973,U S AIR FOUR FORTY TWO CONTACT DEPARTURE
2,Finite,14610,JETEX TWENTY SEVEN TWENTY THREE IN SIGHT
2,Finite,24099,(UNINTELLIGIBLE)
2,Finite,15482,CONDOR TWO SAY YOUR REQUEST
2,Finite,13279,AND REPORT THE FIELD IN SIGHT AMERICAN FIFTEEN EIGHTY TWO
2,Finite,11922,U S AIR EIGHT THOUSAND FIVE WITH ME
2,Finite,15553,NIGHTHAWK ONE YOU GOING TO TERMINATE
2,Finite,358,ZERO TWO ZERO CONTINENTAL THREE EIGHTY
2,Finite,320,NINETEEN ONE NINE FIFTEEN SO LONG
2,Finite,11416,DOWN ONE POINT SIX U S AIR THIRTY FOUR
2,Finite,15490,BLACKBIRD ONE HOLD AT THE STADIUM
2,Finite,1407,AH U S AIR THREE FIFTY SIX
2,Finite,27890,(UNINTELLIGIBLE) TWELVE SIXTEEN
2,Finite,15523,NIGHTHAWK SIX FREQUENCY CHANGE APPROVED
2,Finite,448,U S AIR SIXTEEN FIFTEEN THANKS
2,Finite,7969,JET LINK THIRTY EIGHT ZERO TWO SAY SPEED
2,Finite,26907,NINETEEN AND THE TOWER CHAPARRAL SEVEN ELEVEN
2,Finite,9276,ONE ONE EIGHT FOUR SEVEN TWO THREE GOLF
2,Finite,11069,TWO HUNDRED T W A TWO SIX TWO
2,Finite,10330,RIGHT TO ONE EIGHT ZERO VENUS TWO FOUR
2,Finite,28470,SEVEN TWENTY FIVE HAVE A GOOD NIGHT
2,Finite,26242,WAS THAT FOR ASEA TRIPLE FOUR
2,Finite,19002,TWO SIX ZERO EIGHT THIRTY THREE
2,Finite,9709,ONE ONE THOUSAND U S AIR TWELVE THIRTY
2,Finite,19651,TWENTY FOUR FIFTEEN SO LONG
2,Finite,6535,DIGITAL ONE YOU DID SAY YOU'RE LANDING AT LOGAN
2,Finite,18840,RIGHT TWO NINE ZERO DELTA SEVEN FIVE EIGHT
2,Finite,12487,DELTA FIVE OH ONE RIVER VISUAL ONE EIGHT
2,Finite,14302,ON AND HOLD FORTY THREE EIGHTY SIX
2,Finite,28782,CHAPARRAL SEVEN EIGHTY FOUR HOLD SHORT ONE EIGHT LEFT
2,Finite,24770,FREQUENCY AGAIN FOR FOUR ECHO KILO
2,Finite,19191,YES SIR WE'RE WITH YOU
2,Finite,21461,OUT OF ONE POINT FIVE I MISSED YOUR NUMBER
2,Finite,9097,TWENTY ONE OH FIVE DELTA NINE OH ONE
2,Finite,14210,AMERICAN THREE NINETY THREE IS READY IN SEQUENCE
2,Finite,25187,ONE EIGHTEEN ONE AMERICAN FOURTEEN OH ONE
2,Finite,5698,THREE EIGHT FOX POSITION AND HOLD
2,Finite,1236,THREE FOUR ZERO CONTINENTAL THREE THIRTY
2,Finite,8366,NORTHWEST TWELVE FORTY THREE AFFIRMATIVE
2,Finite,2042,ONE ZERO ZERO TWENTY EIGHTEEN
2,Finite,15107,AMERICAN SIX FIFTEEN POSITION AND HOLD
2,Finite,16583,TWELVE EIGHTY FOUR THANK YOU
2,Finite,2722,THREE SIX ZERO NOW THREE FORTY SIX
2,Finite,14582,AMERICAN FIFTEEN TWENTY ONE IS WITH YOU
2,Finite,23859,AH ROGER TWO SEVEN ZERO
2,Finite,14981,SIX QUEBEC SIERRA OVER THE TOPS APPROVED
2,Finite,921,ZERO NINE ZERO NORTHWEST FORTY SIX
2,Finite,11983,DOWN TO ONE THOUSAND SIX HUNDRED THREE TWENTY FIVE
2,Finite,14851,I DIDN'T UNDERSTAND THAT SAY AGAIN
2,Finite,2051,AMERICAN SIX THIRTY FOUR HEAVY THANK YOU
2,Finite,483,DELTA SEVENTEEN SEVENTY SIX SO LONG
2,Finite,13734,CLEARED FOR TAKEOFF U S AIR THIRTY FIVE
2,Finite,10534,ONE FIVE ZERO ONE PAPA HOTEL
2,Finite,2850,AH ONE SEVENTY OR GREATER GREAT
2,Finite,28008,OKAY WE'RE SLOWING DOWN THIRTEEN FIFTY FIVE
2,Finite,6252,THIRTY EIGHT TWENTY EIGHT YOU ALL HAVE A GOOD EVENING
2,Finite,15074,HENSON FORTY FIVE FORTY FIVE TOWER ROGER
2,Finite,15015,WE'RE STARTING OUR LEFT TURN TWO NINETY NINE
2,Finite,14844,ONE EIGHTY FIVE CLEARED TO GO ON THREE SIX
2,Finite,12407,THREE ZERO FIVE ROGER WE HAVE HIM
2,Finite,18598,THAT'S CORRECT SIR MAINTAIN FOUR THOUSAND
2,Finite,7613,DOWN TO SEVEN NORTHWEST ELEVEN SIXTY
2,Finite,6885,POSITION AND HOLD FOR JET LINK THIRTY EIGHT OH FIVE
2,Finite,2922,DOWN TO FOUR TEN TWENTY FOUR
2,Finite,30359,ASEA FOUR TWENTY THREE SO LONG
2,Finite,23900,DOWN TO ONE ZERO THOUSAND WHISKEY FOX
2,Finite,9910,OKAY AVOID THE PROHIBITED AREAS
2,Finite,6480,OKAY (UNINTELLIGIBLE) AND HOLD ON THE RIGHT
2,Finite,15220,ON THE ROLL U S AIR TWELVE TWENTY SIX
2,Finite,29549,HOLD SHORT OF ONE EIGHT RIGHT AMERICAN SIX FIFTY FOUR
2,Finite,6750,POSITION AND HOLD THIRTY FIVE SIXTY TWO
2,Finite,20670,WILCO SIX OH SIX GOOD DAY
2,Finite,27543,CLEARED TO LAND ASEA FOUR SIX SIX
2,Finite,25726,LEAR EIGHT HUNDRED PAPA CHARLIE APPROACH
2,Finite,21325,TWO ONE ZERO SOUTHWEST ONE SIXTY FIVE
2,Finite,22523,MIDWAY TWO SEVENTY REGIONAL DEPARTURE RADAR CONTACT
2,Finite,9681,ONE ONE THOUSAND U S AIR FOUR EIGHTY FIVE
2,Finite,12561,FORTY THREE SIXTY NINETEEN ONE ROGER
2,Finite,25269,DELTA ELEVEN SEVENTY THREE APPROACH
2,Finite,14211,ROGER AMERICAN THREE NINETY THREE THANK YOU
2,Finite,24855,OKAY ONE NINETY ON THE SPEED AND DOWN TO FIVE THOUSAND AMERICAN ONE SIXTY FOUR
2,Finite,3122,THREE ZERO ZERO DELTA TWO OH EIGHT
2,Finite,22431,THIRTY FOUR FIFTEEN THANK YOU FOR YOUR HELP
2,Finite,27323,AMERICAN TWELVE TWENTY SEVEN IS SHORT OF HOTEL
2,Finite,22945,ONE THIRTY FOUR ONE FIVE SEE YOU
2,Finite,16450,U S AIR TEN FIFTY THREE IS READY
2,Finite,12730,WESTWIND THREE ONE SEVEN MIKE THANK YOU
2,Finite,11071,NINETEEN ONE EIGHTEEN OH TWO
2,Finite,21819,AMERICAN EIGHT FIFTY-TWO GOOD NIGHT
2,Finite,24223,ROGER I'VE GOT VICTOR FOR LOVE
2,Finite,26251,CHAPARRAL SIX FIFTEEN'S NUMBER TWO
2,Infinite,26548,SIX TWENTY SEVEN WHAT ENTRANCE DO YOU NEED
2,Infinite,4353,FOUR THOUSAND FIVE OH FIVE
2,Infinite,25808,AMERICAN FOUR SEVENTY-TWO APPROACH
3,Finite,1270,TWO TEN DELTA SIX FORTY EIGHT
3,Finite,23536,SAY AGAIN THE FREQ FOR DELTA THREE TWO SEVEN
3,Finite,5493,EIGHTEEN TWENTY FIVE
3,Finite,15404,EAGLE ONE GO AHEAD
3,Finite,19209,AMERICAN TWELVE SEVENTY FOUR IS IN A TURN
3,Finite,15912,OKAY WE'LL MONITOR BYE
3,Finite,20770,DELTA FIVE TWENTY TWO HEADING ZERO FOUR ZERO
3,Finite,27422,OK WE'LL DO THAT
3,Finite,8612,PACER EIGHT ONE OUT OF THREE FOR FOUR THOUSAND
3,Finite,1843,AH DOUBLE OH EIGHT U S EIGHT FIFTY TWO
3,Finite,11910,ONE NINETEEN ONE THANK YOU GOOD DAY
3,Finite,5425,EIGHTEEN TWENTY FIVE SO LONG
